article_id,publication_datetime,publication_week,Headline,Outlet,Reporter,contributor_display_name,contributor_type,synthetic_author_flag,opinion_attribution,opinion_owner,opinion_owner_type,stance_owner_side,primary_voice_score,secondary_voice_score,mixed_voice_score,secondary_cue_count,primary_cue_count,mixed_cue_count,reported_actor_count,attribution_confidence,attribution_evidence,dominant_frame,cluster_display_name,stance_bucket,stance_score,mention_weight,Estimated Reach,Link,opinion_attribution_v2,opinion_attribution_label,is_actor_mediated,is_publication_owned,is_contested_or_multi_actor
154,2026-04-11,2026-04-06/2026-04-12,Letters to the Editor: Complexities and costs of becoming a decision-maker,The Irish Examiner,,Fiona Murray,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,move_away_or_align,3.7,5.7,3.2,3,2,15,1,medium,"secondary cues: \btold\b, \bstated\b | primary cues: \bwe must\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: NATO",NATO / EU Security Alignment,Ukraine war and moral neutrality,Move away / stronger alignment,0.5,1.0323588861492043,409767,https://irishexaminer.com/opinion/yourview/arid-41825276.html,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
155,2026-04-10,2026-04-06/2026-04-12,Morning Focus - Neutrality,Morning Focus,,Paul Kavanagh,synthetic_demo_author,True,primary_publication_opinion,publication_voice,publication_or_contributor_voice,mixed_or_unclear,2.1,0.0,0.0,0,0,0,0,high,,Peacekeeping / Identity / Tradition,Ukraine war and moral neutrality,Mixed / procedural / unclear,0.0,0.7404912651510649,53000,,publication_owned_opinion,Publication-owned opinion,False,True,False
156,2026-04-10,2026-04-06/2026-04-12,"Sally Rooney and Omar Barghouti speak at BDS Panel: ""The Irish government is not listening to its people, not just about Palestine but about everything"" | Hotpress",Hot Press,,Fiona Murray,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,2.5,8.8,5.2,4,1,5,7,medium,"secondary cues: \bsaid\b, \bbacked\b, \bhe said\b | primary cues: \bwe should\b | mixed cues: \bwhile\b, \bbut\b | actors: Sally Rooney, Omar Barghouti, Sinn Féin, Government, Israel",Shannon / US Military / Anti-war,Defence capability and security gaps,Preserve / strengthen neutrality,-0.75,1.0333241002469755,419646,https://www.hotpress.com/opinion/sally-rooney-and-omar-barghouti-speak-at-bds-panel-the-irish-government-is-not-listening-to-its-people-not-just-about-palestine-but-about-everything-23137398,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
157,2026-04-10,2026-04-06/2026-04-12,Students rally around fuel protest demands in solidarity with striking workers – Trinity News,Trinity News,,Liam Clarke,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,mixed_or_unclear,1.2,10.8,3.6,6,1,2,5,high,"secondary cues: \bsaid\b, \bsuggested\b, \bspokesperson .* said\b | primary cues: \bwe must\b | mixed cues: \bbut\b | actors: Fianna Fáil, Fine Gael, People Before Profit, Government, Palestine",Budget / Fiscal / Public Finances,Defence capability and security gaps,Mixed / procedural / unclear,0.0,0.7419436539179682,54859,https://www.trinitynews.ie/2026/04/students-rally-around-fuel-protest-demands-in-solidarity-with-striking-workers,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
158,2026-04-10,2026-04-06/2026-04-12,Trim launch for historical novel by Skryne author | Meath Chronicle,The Meath Chronicle,,Eoin Murphy,synthetic_demo_author,True,secondary_reported_opinion,reported_actor_unclear,reported_actor,mixed_or_unclear,0.0,4.0,1.6,4,0,2,0,high,"secondary cues: \bsaid\b, \bsays\b, \burged\b | mixed cues: \bwhile\b",Ukraine / Russia / Moral Responsibility,Defence capability and security gaps,Mixed / procedural / unclear,0.0,0.7452197164607668,59962,https://www.meathchronicle.ie/2026/04/10/trim-launch-for-historical-novel-by-skryne-author,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
159,2026-04-09,2026-04-06/2026-04-12,98FM - Neutrality,98FM,,Stephen Reilly,synthetic_demo_author,True,factual_or_low_opinion_reporting,none_clear,factual_or_low_opinion,mixed_or_unclear,0.0,0.7,0.0,0,0,0,1,low,actors: Sinn Féin,Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.9431668244528548,168000,,factual_low_opinion_reporting,Factual / low-opinion reporting,False,False,False
160,2026-04-09,2026-04-06/2026-04-12,Analysis: President Connolly’s first five months in office; how has she performed to date? – Trinity News,Trinity News,,Sophie Barrett,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,8.8,5.2,4,0,10,6,medium,"secondary cues: \bsaid\b, \bcriticised\b, \bshe said\b | mixed cues: \bwhile\b, \bhowever\b, \bsupporters say\b | actors: Micheál Martin, People Before Profit, Government, United States, Israel",Peacekeeping / Identity / Tradition,Ukraine war and moral neutrality,Preserve / strengthen neutrality,-0.833,0.7419436539179682,54859,https://www.trinitynews.ie/2026/04/analysis-president-connollys-first-five-months-in-office-how-has-she-performed-to-date,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
161,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Fiona Murray,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,preserve_neutrality,2.4,4.4,1.2,1,2,0,2,medium,"secondary cues: \bsays\b | primary cues: \bwe believe\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.667,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
162,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Fiona Murray,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,preserve_neutrality,2.4,4.4,1.2,1,2,0,2,medium,"secondary cues: \bsays\b | primary cues: \bwe believe\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.75,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
163,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Fiona Murray,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,preserve_neutrality,0.0,4.4,1.2,1,0,0,2,high,"secondary cues: \bsays\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.5,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
164,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Fiona Murray,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,preserve_neutrality,2.4,4.4,1.2,1,2,0,2,medium,"secondary cues: \bsays\b | primary cues: \bwe believe\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.667,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
165,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Aisling Kennedy,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,mixed_or_unclear,0.0,4.4,1.2,1,0,0,2,high,"secondary cues: \bsays\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Mixed / procedural / unclear,0.0,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
166,2026-04-09,2026-04-06/2026-04-12,C103 - Neutrality,C103,,Fiona Murray,synthetic_demo_author,True,secondary_reported_opinion,Mary Lou McDonald,reported_actor,preserve_neutrality,2.4,4.4,1.2,1,2,0,2,medium,"secondary cues: \bsays\b | primary cues: \bwe believe\b | actors: Mary Lou McDonald, Government",Other Neutrality Debate,Sinn Féin and government neutrality clash,Preserve / strengthen neutrality,-0.5,0.8139513837024793,140000,,single_actor_reported_opinion,Single-actor reported opinion,True,False,False
167,2026-04-09,2026-04-06/2026-04-12,Covert Russian Submarine Operation Around Subsea Cables Exposed by Britain,Ireland Afloat,,Maeve Kelly,synthetic_demo_author,True,unclear_attribution,unclear,unclear,reform_redefine,0.0,1.4,1.2,0,0,0,2,medium,"actors: Government, NATO",Defence Capability / Underinvestment,General neutrality debate,Reform / redefine neutrality,0.433,0.7411653896888599,53712,https://afloat.ie/port-news/undersea-cables/item/70894-covert-russian-submarine-operation-around-subsea-cables-exposed-by-britain,unclear_attribution,Unclear attribution,False,False,False
168,2026-04-09,2026-04-06/2026-04-12,Dorcha Lee: Security will be the big challenge for Ireland's EU presidency,The Irish Examiner,,Fiona Murray,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,move_away_or_align,1.3,10.8,6.6,10,0,10,6,medium,"secondary cues: \bsaid\b, \bwarned\b, \bbacked\b, \bhe said\b | mixed cues: \bwhile\b, \bhowever\b, \bbut\b | actors: Helen McEntee, Government, Defence Forces, NATO, Russia",Defence Capability / Underinvestment,Ukraine war and moral neutrality,Move away / stronger alignment,0.55,1.0323588861492043,409767,https://irishexaminer.com/opinion/commentanalysis/arid-41823866.html,multi_actor_contested_reported_opinion,Multi-actor / contested reported opinion,True,False,True
169,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Offaly Express,,Kevin O'Brien,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7845710924530486,63053,http://offalyexpress.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
170,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Leinster Express,,Niamh Walsh,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,8,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7812816522383371,57666,http://leinsterexpress.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
171,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Kildare Now,,Martin Casey,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7913314321597774,75756,https://www.kildarenow.com/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
172,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Carlow Live,,Martin Casey,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7807152439659019,56786,http://carlowlive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
173,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Letterkenny Live,,Kate Molloy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7812803747718816,57664,https://letterkennylive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
174,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",The Nationalist (Tipperary),,Maeve Kelly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7819563133831235,58732,http://nationalist.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
175,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Dundalk Democrat,,Laura Hayes,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7840344544811129,62141,http://dundalkdemocrat.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
176,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Clare Live,,Conor Ryan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.2724999999999999,0,https://www.clarelive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
177,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Longford Leader,,Daniel Hughes,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7810779764999233,57348,http://longfordleader.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
178,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Kilkenny People,,Conor Ryan,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.875,0.7844646228549635,62871,http://kilkennypeople.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
179,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Carlow Times,,Jack O'Donnell,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.2724999999999999,0,https://www.carlowlive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
180,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Leinster Leader,,Emma Fitzgerald,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.78469064959512,63258,http://leinsterleader.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
181,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Leitrim Observer,,Lisa Power,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7794490247535437,54867,http://leitrimobserver.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
182,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",The Inish Times,,Ciara McCarthy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7786674468535169,53715,http://inishlive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
183,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",The Belfast Telegraph,,Tom Keane,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,11,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.960685762051457,270317,https://www.belfasttelegraph.co.uk/news/republic-of-ireland/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein/a/145506254.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
184,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Waterford Live,,Sarah Byrne,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7847052032214722,63283,http://waterfordlive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
185,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Donegal Live,,Hannah Quinn,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.875,0.7786544162031636,53696,http://donegallive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
186,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",The Limerick Leader,,Stephen Reilly,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7782564840851595,53119,https://limerickleader.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
187,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Tipperary Live,,Roisin Farrell,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7793623243832398,54738,http://tipperarylive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
188,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Fein",Cork Live,,Daniel Hughes,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,12,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7804920926571671,56443,https://www.corklive.ie/news/national-news/2058095/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
189,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Féin",Roscommon Herald,,Daniel Hughes,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,10,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.782394567718368,59435,https://roscommonindependent.ie/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-f%C3%A9in_arid-93952.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
190,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Féin",The Western People,,Liam Clarke,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,10,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7814219037512076,57886,https://westernpeople.ie/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-f%C3%A9in_arid-93952.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
191,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Féin",Echo Live,,Eoin Murphy,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,11,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.875,0.7799596883743585,55633,https://echolive.ie/nationalnews/arid-41824646.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
192,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Féin | BreakingNews",Breakingnews.ie,,Ronan Doyle,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,11,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.875,0.9749427488770672,398085,https://www.breakingnews.ie/ireland/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-fein-1884588.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
193,2026-04-09,2026-04-06/2026-04-12,"Irish neutrality should be put to a public vote, say Sinn Féin - Homepage - Laois Nationalist",Laois Nationalist,,Sarah Byrne,synthetic_demo_author,True,mixed_reported_opinion,multiple_actors,multiple_reported_actors,preserve_neutrality,0.0,10.8,2.8,11,0,1,7,high,"secondary cues: \bsaid\b, \bhe said\b, \bshe said\b | mixed cues: \bbut\b | actors: Mary Lou McDonald, Sinn Féin, Government, Dáil, Defence Forces",Other Neutrality Debate,Referendum and constitutional protection,Preserve / strengthen neutrality,-0.889,0.7823039784877686,59289,https://laois-nationalist.ie/irish-neutrality-should-be-put-to-a-public-vote-say-sinn-f%C3%A9in_arid-93952.html,multi_actor_reported_opinion,Multi-actor reported opinion,True,False,True
